Crop,Soil_Type,Nitrogen,Phosphorus,Potassium,Fertilizer,NPK_Ratio,Reason,Application
Wheat,Black,72,52,27,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Wheat,Black,92,71,24,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Wheat,Black,145,69,16,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Wheat,Black,32,18,8,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Wheat,Black,35,55,10,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Wheat,Red,64,65,8,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Wheat,Red,126,29,12,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Wheat,Red,111,51,44,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Wheat,Red,116,62,19,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Wheat,Red,46,59,41,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Wheat,Red,148,37,23,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Wheat,Red,121,33,47,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Wheat,Red,132,39,39,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Wheat,Red,119,18,45,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Wheat,Red,87,64,21,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Wheat,Red,136,36,8,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Wheat,Red,138,17,21,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Wheat,Red,143,71,32,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Wheat,Red,103,40,20,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Wheat,Red,65,54,39,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Wheat,Red,123,61,11,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Wheat,Red,86,15,31,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Wheat,Red,79,67,22,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Wheat,Red,38,21,39,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Wheat,Red,101,18,11,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Wheat,Red,112,16,42,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Wheat,Red,112,17,11,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Wheat,Red,148,35,23,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Wheat,Red,126,71,49,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Wheat,Red,118,35,11,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Rice,Sandy,101,39,32,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Sandy,115,15,35,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Rice,Sandy,21,34,12,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Sandy,32,16,44,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Rice,Sandy,98,40,60,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Sandy,59,24,55,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Rice,Sandy,43,60,10,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Sandy,121,12,56,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Rice,Sandy,75,62,13,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Rice,Sandy,78,60,37,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Sandy,86,46,33,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Sandy,85,40,57,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Sandy,24,24,59,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Rice,Sandy,113,33,42,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Sandy,49,19,34,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Rice,Sandy,57,40,14,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Sandy,122,61,46,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Sandy,76,26,52,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Rice,Sandy,91,18,57,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Rice,Sandy,106,59,48,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Sandy,84,31,58,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Rice,Sandy,110,12,11,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Rice,Sandy,59,52,61,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Rice,Sandy,35,41,29,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Sandy,121,54,54,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,69,31,24,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Rice,Loamy,25,55,52,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Rice,Loamy,124,62,39,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,100,59,54,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,45,33,16,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Loamy,120,41,22,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Rice,Loamy,90,42,28,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Loamy,31,45,37,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Rice,Loamy,101,37,54,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,77,39,56,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,62,17,11,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,99,42,46,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,42,17,10,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,56,40,30,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Loamy,65,57,28,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Loamy,73,51,30,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Rice,Loamy,85,55,59,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,35,58,35,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Rice,Loamy,47,34,61,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Rice,Loamy,71,27,43,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Rice,Loamy,45,13,16,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Rice,Loamy,33,17,17,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
